仿真时间,持续时间
464,1011.955
465,1013.997
466,1016.018
467,1018.11
468,1020.162
469,1022.251
470,1024.321
471,1026.41
472,1028.517
473,1030.578
474,1032.761
475,1034.873
476,1036.957
477,1039.015
478,1041.081
479,1043.208
480,1045.246
481,1047.312
482,1049.38
483,1051.422
484,1053.468
485,1055.566
486,1057.657
487,1059.681
488,1061.773
489,1063.866
490,1066.154
491,1068.19
492,1070.279
493,1072.349
494,1074.392
495,1076.457
496,1078.499
497,1080.542
498,1082.619
499,1084.673
500,1086.726
501,1088.789
502,1090.84
503,1092.897
504,1095.064
505,1097.085
506,1099.166
507,1101.234
508,1103.274
509,1105.314
510,1107.387
511,1109.513
512,1111.53
513,1113.59
514,1115.622
515,1117.664
516,1119.731
517,1121.82
518,1123.878
519,1125.941
520,1128.037
521,1130.127
522,1132.216
523,1134.315
524,1136.379
525,1138.426
526,1140.5
527,1142.595
528,1144.655
529,1146.696
530,1148.782
531,1150.791
532,1152.829
533,1154.906
534,1156.96
535,1158.981
536,1161.01
537,1163.106
538,1165.111
539,1167.168
540,1169.233
541,1171.244
542,1173.269
543,1175.338
544,1177.386
545,1179.406
546,1181.481
547,1183.494
548,1185.549
549,1187.592
550,1189.627
551,1191.654
552,1193.737
553,1195.776
554,1197.802
555,1199.84
556,1201.826
557,1203.875
558,1205.933
559,1207.967
560,1209.987
561,1212.104
562,1214.26
563,1216.232
564,1218.255
565,1220.289
566,1222.367
567,1224.385
568,1226.447
569,1228.568
570,1230.612
571,1232.65
572,1234.727
573,1236.787
574,1238.814
575,1240.869
576,1242.902
577,1244.964
578,1247.136
579,1249.519
580,1252.081
581,1254.617
582,1257.109
583,1259.482
584,1261.996
585,1264.621
586,1267.103
587,1269.653
588,1272.284
589,1274.928
590,1277.476
591,1280.087
592,1282.659
593,1285.051
594,1287.49
595,1289.932
596,1292.391
597,1294.946
598,1297.353
599,1299.833
600,1302.427
601,1304.864
602,1307.319
603,1309.855
604,1312.395
605,1314.883
606,1317.377
607,1319.792
608,1322.364
609,1324.847
610,1327.363
611,1329.963
612,1332.42
613,1334.915
614,1337.465
615,1339.969
616,1342.433
617,1345.007
618,1347.408
619,1349.925
620,1352.474
621,1354.894
622,1357.347
623,1359.899
624,1362.339
625,1364.82
626,1367.324
627,1369.745
628,1372.257
629,1374.834
630,1377.266
631,1379.728
632,1382.262
633,1384.757
634,1387.212
635,1389.706
636,1392.307
637,1394.813
638,1397.289
639,1399.7
640,1402.188
641,1404.735
642,1407.155
643,1409.646
644,1412.189
645,1414.645
646,1417.125
647,1419.598
648,1422.07
649,1424.592
650,1427.104
651,1429.669
652,1432.163
653,1434.682
654,1437.234
655,1439.794
656,1442.284
657,1444.811
658,1447.248
659,1449.744
660,1452.314
661,1454.895
662,1457.386
663,1459.907
664,1462.399
665,1464.859
666,1467.393
667,1469.961
668,1472.424
669,1474.915
670,1477.35
671,1479.859
672,1482.465
673,1484.903
674,1487.391
675,1489.947
676,1492.458
677,1494.964
678,1497.452
679,1499.91
680,1502.411
681,1504.999
682,1507.441
683,1509.946
684,1512.523
685,1514.979
686,1517.443
687,1519.996
688,1522.523
689,1525.017
690,1527.554
691,1530.152
692,1532.621
693,1535.157
694,1537.742
695,1540.27
696,1542.814
697,1545.365
698,1547.874
699,1550.353
700,1552.884
701,1555.488
702,1557.929
703,1560.435
704,1563.002
705,1565.477
706,1567.968
707,1570.515
708,1573.173
709,1575.652
710,1578.14
711,1580.615
712,1583.145
713,1585.712
714,1588.172
715,1590.696
716,1593.255
717,1595.717
718,1598.212
719,1600.683
720,1603.178
721,1605.729
722,1608.274
723,1610.725
724,1613.284
725,1615.889
726,1618.332
727,1620.825
728,1623.396
729,1625.937
730,1628.467
731,1630.954
732,1633.582
733,1636.268
734,1638.729
735,1641.339
736,1643.93
737,1646.576
738,1649.065
739,1651.541
740,1654.056
741,1656.588
742,1659.141
743,1661.641
744,1664.157
745,1666.752
746,1669.183
747,1671.682
748,1674.267
749,1676.779
750,1679.264
751,1681.75
752,1684.237
753,1686.784
754,1689.352
755,1691.79
756,1694.312
757,1696.897
758,1699.341
759,1701.816
760,1704.282
761,1706.766
762,1709.364
763,1711.867
764,1714.339
765,1716.862
766,1719.433
767,1721.893
768,1724.435
769,1726.951
770,1729.442
771,1731.975
772,1734.713
773,1737.308
774,1739.806
775,1742.362
776,1744.949
777,1747.411
778,1749.92
779,1752.558
780,1755.107
781,1757.612
782,1760.066
783,1762.553
784,1765.095
785,1767.612
786,1770.19
787,1772.699
788,1775.256
789,1777.7
790,1780.204
791,1782.676
792,1785.163
793,1787.691
794,1790.175
795,1792.642
796,1795.157
797,1797.728
798,1800.191
799,1802.689
800,1805.257
