仿真时间,持续时间
531,707.219
532,708.504
533,709.772
534,711.056
535,712.335
536,713.602
537,714.9
538,716.18
539,717.445
540,718.778
541,720.063
542,721.354
543,722.689
544,724.011
545,725.316
546,726.645
547,727.981
548,729.277
549,730.596
550,731.927
551,733.261
552,734.592
553,735.926
554,737.256
555,738.623
556,739.948
557,741.269
558,742.589
559,743.914
560,745.277
561,746.642
562,747.966
563,749.293
564,750.61
565,751.958
566,753.323
567,754.675
568,756.044
569,757.392
570,758.73
571,760.046
572,761.358
573,762.713
574,764.045
575,765.362
576,766.711
577,768.032
578,769.337
579,770.698
580,772.12
581,773.575
582,775.072
583,776.63
584,778.224
585,779.793
586,781.382
587,782.992
588,784.614
589,786.222
590,787.82
591,789.44
592,791.062
593,792.615
594,794.178
595,795.834
596,797.462
597,799.097
598,800.734
599,802.383
600,804.028
601,805.623
602,807.208
603,808.792
604,810.369
605,811.91
606,813.461
607,815.06
608,816.605
609,818.151
610,819.68
611,821.224
612,822.769
613,824.306
614,825.827
615,827.353
616,828.884
617,830.417
618,831.933
619,833.453
620,834.978
621,836.503
622,838.038
623,839.594
624,841.133
625,842.669
626,844.203
627,845.736
628,847.299
629,848.877
630,850.474
631,852.137
632,853.762
633,855.327
634,856.898
635,858.482
636,860.078
637,861.687
638,863.282
639,864.826
640,866.4
641,867.989
642,869.6
643,871.217
644,872.837
645,874.383
646,875.945
647,877.53
648,879.125
649,880.739
650,882.306
651,883.858
652,885.439
653,887.034
654,888.646
655,890.257
656,891.859
657,893.406
658,894.977
659,896.564
660,898.175
661,899.783
662,901.336
663,902.894
664,904.468
665,906.057
666,907.67
667,909.277
668,910.834
669,912.402
670,913.994
671,915.534
672,917.101
673,918.683
674,920.286
675,921.89
676,923.491
677,925.058
678,926.612
679,928.191
680,929.773
681,931.388
682,932.982
683,934.526
684,936.082
685,937.661
686,939.268
687,940.882
688,942.442
689,943.99
690,945.553
691,947.147
692,948.759
693,950.37
694,951.952
695,953.489
696,955.051
697,956.63
698,958.235
699,959.84
700,961.391
701,962.946
702,964.512
703,966.104
704,967.704
705,969.305
706,970.873
707,972.422
708,973.986
709,975.569
710,977.179
711,978.782
712,980.322
713,981.878
714,983.454
715,985.05
716,986.661
717,988.276
718,989.82
