仿真时间,持续时间
489,1994.324
490,1998.238
491,2002.135
492,2006.091
493,2010.013
494,2013.934
495,2017.861
496,2021.809
497,2025.72
498,2029.615
499,2033.52
500,2037.436
501,2041.355
502,2045.256
503,2049.225
504,2053.139
505,2057.032
506,2060.967
507,2064.917
508,2068.834
509,2072.729
510,2076.633
511,2080.535
512,2084.448
513,2088.385
514,2092.348
515,2096.247
516,2100.177
517,2104.131
518,2108.035
519,2111.974
520,2115.915
521,2119.821
522,2123.774
523,2127.694
524,2131.623
525,2135.554
526,2139.551
527,2143.595
528,2147.616
529,2151.705
530,2155.772
531,2159.745
532,2163.711
533,2167.676
534,2171.644
535,2175.606
536,2179.529
537,2183.475
538,2187.473
539,2191.333
540,2195.234
541,2199.112
542,2202.969
543,2206.818
544,2210.674
545,2214.503
546,2218.348
547,2222.193
548,2226.03
549,2229.861
550,2233.698
551,2237.54
552,2241.379
553,2245.208
554,2249.044
555,2252.874
556,2256.707
557,2260.537
558,2264.364
559,2268.2
560,2272.033
561,2275.853
562,2279.684
563,2283.514
564,2287.343
565,2291.183
566,2295.027
567,2298.859
568,2302.71
569,2306.55
570,2310.386
571,2314.232
572,2318.071
573,2321.914
574,2325.746
575,2329.568
576,2333.398
577,2337.243
578,2341.176
579,2345.347
580,2349.741
581,2354.288
582,2358.977
583,2363.853
584,2368.836
585,2373.878
586,2378.911
587,2383.911
588,2388.77
589,2393.71
590,2398.649
591,2403.583
592,2408.438
593,2413.141
594,2417.844
595,2422.612
596,2427.472
597,2432.368
598,2437.245
599,2442.131
600,2447.03
601,2451.926
602,2456.824
603,2461.729
604,2466.626
605,2471.52
606,2476.394
607,2481.281
608,2486.168
609,2491.045
610,2495.92
611,2500.788
612,2505.697
613,2510.57
614,2515.446
615,2520.318
616,2525.185
617,2530.059
618,2534.929
619,2539.808
620,2544.685
621,2549.566
622,2554.446
623,2559.328
624,2564.207
625,2569.087
626,2573.974
627,2578.855
628,2583.737
629,2588.615
630,2593.506
631,2598.387
632,2603.309
633,2608.206
634,2613.158
635,2618.119
636,2623.042
637,2628.006
638,2632.993
639,2637.948
640,2642.927
641,2647.92
642,2652.942
643,2657.929
644,2662.957
645,2667.918
646,2672.884
647,2677.852
648,2682.847
649,2687.835
650,2692.856
651,2697.926
652,2703.017
653,2708.043
654,2713.064
655,2718.12
656,2723.123
657,2728.084
658,2733.029
659,2738.028
660,2743.001
661,2748.029
662,2752.98
663,2757.971
664,2762.975
665,2768.012
666,2772.988
667,2777.996
668,2783.026
669,2788.025
670,2793.044
671,2798.128
672,2803.176
673,2808.185
674,2813.163
675,2818.144
676,2823.182
677,2828.152
678,2833.135
679,2838.136
680,2843.125
681,2848.131
682,2853.109
683,2858.089
684,2863.102
685,2868.081
686,2873.081
687,2878.115
688,2883.137
689,2888.25
690,2893.32
691,2898.377
692,2903.468
693,2908.381
694,2913.294
695,2918.191
696,2923.08
697,2927.968
698,2932.852
699,2937.738
700,2942.624
701,2947.512
702,2952.392
703,2957.283
704,2962.173
705,2967.06
706,2971.946
707,2976.834
708,2981.724
709,2986.613
710,2991.498
711,2996.375
712,3001.265
713,3006.179
714,3011.077
715,3015.978
716,3020.874
717,3025.759
718,3030.648
719,3035.549
720,3040.449
721,3045.345
722,3050.239
723,3055.125
724,3060.019
725,3064.902
726,3069.788
727,3074.672
728,3079.557
729,3084.432
730,3089.333
731,3094.211
732,3099.092
733,3104.007
734,3108.902
735,3113.799
736,3118.694
737,3123.588
738,3128.465
739,3133.347
740,3138.233
741,3143.115
742,3147.997
743,3152.882
744,3157.774
745,3162.653
746,3167.54
747,3172.419
748,3177.3
749,3182.176
750,3187.058
751,3191.94
752,3196.821
753,3201.702
754,3206.617
755,3211.507
756,3216.394
757,3221.284
758,3226.17
759,3231.053
760,3235.936
761,3240.818
762,3245.698
763,3250.568
764,3255.45
765,3260.329
766,3265.209
767,3270.091
768,3274.972
769,3279.856
770,3284.737
771,3289.615
772,3294.497
773,3299.368
774,3304.283
775,3309.175
776,3314.062
777,3318.947
778,3323.823
779,3328.7
780,3333.592
781,3338.471
782,3343.348
783,3348.231
784,3353.097
785,3357.969
786,3362.833
787,3367.701
788,3372.571
789,3377.433
790,3382.302
791,3387.168
792,3392.043
793,3396.918
794,3401.81
795,3406.695
796,3411.57
797,3416.446
798,3421.333
799,3426.214
800,3431.081
