仿真时间,持续时间
0,0
1,1.445
2,3.008
3,4.678
4,6.433
5,8.329
6,10.237
7,12.281
8,14.475
9,16.572
10,18.856
11,20.987
12,23.095
13,25.296
14,27.302
15,29.35
16,31.398
17,33.367
18,35.412
19,37.491
20,39.542
21,41.568
22,43.58
23,45.681
24,47.688
25,49.699
26,51.799
27,53.759
28,55.755
29,57.792
30,59.749
31,61.727
32,63.704
33,65.637
34,67.64
35,69.567
36,71.471
37,73.428
38,75.282
39,77.187
40,79.168
41,81.021
42,82.851
43,84.757
44,86.699
45,88.528
46,90.442
47,92.331
48,94.174
49,96.071
50,97.944
51,99.831
52,101.735
