仿真时间,持续时间
0,0
1,0.277
2,0.581
3,0.935
4,1.326
5,1.749
6,2.124
7,2.489
8,2.881
9,3.25
10,3.633
11,3.98
12,4.331
13,4.692
14,5.044
15,5.401
16,5.753
17,6.106
18,6.456
19,6.773
20,7.092
