仿真时间,持续时间
0,0
1,0.325
2,0.667
3,1.04
4,1.437
5,1.885
6,2.376
7,2.879
8,3.37
9,3.825
10,4.228
11,4.634
12,5.06
13,5.499
14,5.946
15,6.399
16,6.841
17,7.284
18,7.717
19,8.111
20,8.496
21,8.886
22,9.292
23,9.7
