仿真时间,持续时间
529,1031.935
530,1033.824
531,1035.719
532,1037.612
533,1039.494
534,1041.384
535,1043.267
536,1045.158
537,1047.042
538,1048.93
539,1050.821
540,1052.72
541,1054.61
542,1056.498
543,1058.382
544,1060.275
545,1062.176
546,1064.074
547,1065.959
548,1067.866
549,1069.763
550,1071.646
551,1073.676
552,1075.608
553,1077.539
554,1079.483
555,1081.424
556,1083.359
557,1085.294
558,1087.236
559,1089.175
560,1091.105
561,1093.034
562,1094.976
563,1096.928
564,1098.843
565,1100.739
566,1102.637
567,1104.535
568,1106.427
569,1108.315
570,1110.205
571,1112.092
572,1113.98
573,1115.878
574,1117.767
575,1119.667
576,1121.571
577,1123.467
578,1125.375
579,1127.34
580,1129.33
581,1131.405
582,1133.496
583,1135.613
584,1137.812
585,1140.025
586,1142.236
587,1144.487
588,1146.661
589,1148.877
590,1151.097
591,1153.319
592,1155.476
593,1157.616
594,1159.746
595,1161.856
596,1163.993
597,1166.152
598,1168.311
599,1170.468
600,1172.725
601,1174.857
602,1176.992
603,1179.127
604,1181.257
605,1183.375
606,1185.504
607,1187.617
608,1189.731
609,1191.842
610,1193.968
611,1196.106
612,1198.264
613,1200.42
614,1202.561
615,1204.704
616,1206.859
617,1209.028
618,1211.202
619,1213.367
620,1215.536
621,1217.711
622,1219.89
623,1222.06
624,1224.237
625,1226.413
626,1228.587
627,1230.765
628,1232.941
629,1235.113
630,1237.278
631,1239.454
632,1241.627
633,1243.8
634,1245.961
635,1248.123
636,1250.292
637,1252.457
638,1254.626
639,1256.79
640,1258.96
641,1261.13
642,1263.313
643,1265.502
644,1267.682
645,1269.878
646,1272.044
647,1274.293
648,1276.432
649,1278.578
650,1280.73
651,1282.875
652,1285.02
653,1287.166
654,1289.311
655,1291.466
656,1293.633
657,1295.78
658,1297.936
659,1300.093
660,1302.256
661,1304.421
662,1306.585
663,1308.761
664,1310.929
665,1313.097
666,1315.269
667,1317.445
668,1319.671
669,1321.88
670,1324.064
671,1326.242
672,1328.414
673,1330.6
674,1332.785
675,1334.969
676,1337.145
677,1339.332
678,1341.512
679,1343.698
680,1345.892
681,1348.087
682,1350.263
683,1352.442
684,1354.638
685,1356.82
686,1359.001
687,1361.181
688,1363.353
689,1365.532
690,1367.714
691,1369.894
692,1372.068
693,1374.364
694,1376.533
695,1378.702
696,1380.871
697,1383.037
698,1385.193
699,1387.357
700,1389.538
701,1391.712
702,1393.885
703,1396.062
704,1398.244
705,1400.411
706,1402.586
707,1404.76
708,1406.946
