仿真时间,持续时间
482,2379.547
483,2384.168
484,2388.677
485,2393.26
486,2397.846
487,2402.506
488,2407.084
489,2411.689
490,2416.27
491,2420.892
492,2425.557
493,2430.206
494,2434.776
495,2439.334
496,2443.904
497,2448.463
498,2453.059
499,2457.664
500,2462.306
501,2466.828
502,2471.442
503,2476.07
504,2480.653
505,2485.289
506,2489.87
507,2494.483
508,2499.083
509,2503.798
510,2508.371
511,2513.013
512,2517.602
513,2522.237
514,2526.912
515,2531.644
516,2536.248
517,2540.932
518,2545.642
519,2550.272
520,2554.827
521,2559.426
522,2564.001
523,2568.587
524,2573.18
525,2577.733
526,2582.263
527,2586.838
528,2591.362
529,2595.901
530,2600.493
531,2605.046
532,2609.628
533,2614.217
534,2618.8
535,2623.374
536,2627.956
537,2632.571
538,2637.167
539,2641.763
540,2646.312
541,2650.873
542,2655.511
543,2660.138
544,2664.765
545,2669.375
546,2673.942
547,2678.532
548,2683.098
549,2687.667
550,2692.226
551,2695.913
552,2698.245
553,2700.602
554,2702.979
555,2705.316
556,2707.638
557,2709.973
558,2712.334
559,2714.677
560,2717.013
561,2719.339
562,2721.683
563,2724.002
564,2726.324
565,2728.65
566,2730.965
567,2733.29
568,2735.618
569,2737.964
570,2740.302
571,2742.619
572,2744.925
573,2747.231
574,2749.541
575,2751.851
576,2754.157
577,2756.472
578,2758.867
579,2761.45
580,2764.218
581,2767.116
582,2770.135
583,2773.318
584,2776.607
585,2779.958
586,2783.298
587,2786.596
588,2789.876
589,2793.112
590,2796.369
591,2799.583
592,2802.781
593,2805.892
594,2809.025
595,2813.633
596,2819.855
597,2826.095
598,2832.339
599,2838.644
600,2844.879
601,2851.277
602,2857.709
603,2863.972
604,2870.132
605,2876.457
606,2882.719
607,2889.155
608,2895.488
609,2901.948
610,2908.332
611,2914.739
612,2921.1
613,2927.424
614,2933.764
615,2940.076
616,2946.488
617,2952.995
618,2959.464
619,2965.833
620,2972.21
621,2978.472
622,2984.698
623,2991.097
624,2997.537
625,3004.05
626,3010.439
627,3016.954
628,3023.323
629,3029.759
630,3036.014
631,3042.313
632,3048.575
633,3054.843
634,3061.217
635,3067.637
636,3073.966
637,3080.338
